1703536516.3371005,0,0,1328,-12540,1132,-40,18,-84
1703536516.3518019,0,0,1316,-11092,1692,102,43,383
1703536516.3664951,0,0,1284,-11312,1400,121,54,457
1703536516.3811574,0,0,1988,-11784,1160,72,67,315
1703536516.3958035,0,0,980,-12552,976,-19,67,204
1703536516.4088802,0,0,1324,-12128,384,-83,53,158
1703536516.421415,0,0,1560,-12132,1160,-120,102,209
1703536516.4339602,0,0,1644,-11968,1336,-66,105,212
1703536516.446471,0,0,1240,-11444,1288,66,89,204
1703536516.459061,0,0,924,-11908,960,206,97,155
1703536516.4715905,0,0,1852,-12684,1036,249,93,87
1703536516.484135,0,0,1780,-12420,1088,198,94,27
1703536516.4967165,0,0,1716,-12960,2256,133,80,-31
1703536516.5092506,0,0,1696,-12496,1352,63,12,-40
1703536516.521816,0,0,1904,-11884,1532,36,-43,-9
1703536516.5343442,0,0,2172,-11340,1132,80,-61,17
1703536516.5469103,0,0,2740,-11236,1024,216,-113,-27
1703536516.5594819,0,0,1612,-11420,1732,349,-163,-177
1703536516.57204,0,0,2304,-12728,1036,469,-253,-293
1703536516.5846202,0,0,1652,-12276,844,497,-253,-505
1703536516.5973043,0,0,1608,-12356,572,324,-143,-68
1703536516.6085815,0,0,2204,-12212,248,46,-9,107
1703536516.6195855,0,0,2040,-12456,536,-191,90,207
1703536516.6305752,0,0,2052,-12492,692,-295,109,227
1703536516.6415913,0,0,2064,-12200,1244,-275,69,199
1703536516.6525862,0,0,2128,-12092,1436,-190,21,117
1703536516.6636038,0,0,2148,-12872,1232,-105,-39,-22
1703536516.6746352,0,0,2364,-12876,1288,-17,-98,-108
1703536516.6857493,0,0,2412,-12472,1700,-5,-139,-129
1703536516.6969154,0,0,2064,-12668,1300,-4,-157,-130
1703536516.7079735,0,0,1952,-12760,1232,-12,-186,-136
1703536516.719019,0,0,1780,-12956,888,-31,-184,-105
1703536516.7300847,0,0,1036,-13148,480,-161,-91,-57
1703536516.741125,0,0,1516,-12896,232,-250,-26,-11
1703536516.7521672,0,0,2020,-12220,396,-245,14,44
1703536516.763218,0,0,2168,-12016,548,-178,10,77
1703536516.7742357,0,0,1992,-11616,692,-79,-31,84
1703536516.7852845,0,0,1996,-11772,432,32,-73,35
1703536516.796362,0,0,1828,-12348,212,140,-110,-45
1703536516.8073928,0,0,2204,-12344,404,230,-136,-104
1703536516.8184323,0,0,2516,-12172,128,255,-148,-125
1703536516.8294835,0,0,2640,-11836,152,250,-150,-125
1703536516.8405094,0,0,2604,-11928,-52,250,-115,-75
1703536516.8515546,0,0,1688,-12796,-152,230,-90,7
1703536516.8625677,0,0,1688,-12704,-528,135,-45,39
1703536516.873605,0,0,2252,-12592,-276,31,47,73
1703536516.884626,0,0,2488,-12964,-380,-73,130,41
1703536516.895607,0,0,2172,-13256,-212,-138,161,-36
1703536516.9067125,0,0,2044,-13396,192,-112,82,-55
1703536516.9177344,0,0,1352,-12100,280,-134,255,-28
1703536516.928736,0,0,1136,-11700,372,-181,-34,26
1703536516.9397607,0,0,1764,-12208,132,-189,-38,36
1703536516.9507658,0,0,1856,-12208,4,-191,-28,2
1703536516.961776,0,0,1660,-11780,8,-113,-33,-34
1703536516.9727979,0,0,1780,-12444,256,-6,-59,-57
1703536516.9837797,0,0,1704,-11884,300,43,-65,-73
1703536516.994778,0,0,1480,-11948,4,86,-57,-80
1703536517.0065556,0,0,1624,-11904,352,120,-42,-105
1703536517.0191047,0,0,1336,-12480,292,114,-25,-175
1703536517.0316658,0,0,1792,-12412,572,247,17,-206
1703536517.0441978,0,0,2092,-12408,712,-118,-9,-163
1703536517.0567691,0,0,1700,-11944,488,-167,-57,-15
1703536517.0693233,0,0,2024,-11468,452,-111,-92,148
1703536517.0818565,0,0,1684,-11384,-112,-58,-39,175
1703536517.0944176,0,0,2380,-11852,-408,-7,50,143
1703536517.1064038,0,0,1372,-12044,332,14,135,77
1703536517.1173847,0,0,1556,-12740,240,-29,173,253
1703536517.1283622,0,0,1800,-12732,436,-24,170,-49
1703536517.1393254,0,0,2008,-12276,760,-10,136,-62
1703536517.1503148,0,0,1744,-12388,672,-2,91,-47
1703536517.1612847,0,0,1864,-12680,648,14,32,-19
1703536517.1722686,0,0,1692,-12528,336,-20,16,-5
1703536517.183269,0,0,1520,-12648,-80,-56,64,-47
1703536517.1942303,0,0,1952,-12992,-280,-113,132,-100
1703536517.2056448,0,0,2552,-12628,352,-100,123,-106
1703536517.2182546,0,0,2108,-12360,1104,-93,64,-106
1703536517.2308128,0,0,2220,-12532,944,-157,60,-160
1703536517.2434497,0,0,2200,-12084,8,-294,182,-217
1703536517.256003,0,0,2300,-12236,-492,-467,390,-191
1703536517.268666,0,0,2552,-12072,-500,-596,518,-86
1703536517.2812524,0,0,3044,-12704,1140,-366,390,-19
1703536517.2938519,0,0,2032,-11328,2352,-198,141,-6
1703536517.3062813,0,0,1576,-10740,2844,-47,-160,78
1703536517.3172815,0,0,1464,-11204,2172,181,-380,118
1703536517.328313,0,0,1604,-11428,772,278,-413,112
1703536517.3393407,0,0,2668,-11624,124,194,-302,106
1703536517.3503673,0,0,2844,-12096,68,82,-174,117
1703536517.3614209,0,0,2300,-12108,72,-28,-79,134
1703536517.3724542,0,0,1744,-12396,504,-124,-16,129
1703536517.3835351,0,0,2004,-12044,708,-249,42,88
1703536517.39458,0,0,-18612,-6828,412,-311,99,38
1703536517.4056072,0,0,2332,-12036,768,-236,135,-38
1703536517.4167113,0,0,2884,-11660,888,-57,100,-95
1703536517.4277492,0,0,3032,-11328,1944,106,-32,-94
1703536517.438763,0,0,2100,-11624,1996,198,-152,-87
1703536517.4498017,0,0,2612,-12092,1984,158,-189,-88
1703536517.4608212,0,0,3020,-11992,968,75,-134,-38
1703536517.4718397,0,0,3188,-11604,732,-48,-16,74
1703536517.4828734,0,0,3116,-11596,992,-186,92,175
1703536517.4938715,0,0,3348,-11872,1156,-274,142,227
1703536517.5049262,0,0,3164,-12608,1828,-300,123,181
1703536517.5159872,0,0,3180,-13232,1668,-298,92,27
1703536517.5270188,0,0,3796,-12856,2020,-315,76,-83
1703536517.5380592,0,0,4200,-12244,1808,-296,53,-100
1703536517.549101,0,0,4176,-11748,1644,-225,-17,-26
1703536517.5601304,0,0,4148,-11672,2036,-126,-118,61
1703536517.5711854,0,0,3964,-11864,1612,-83,-173,72
1703536517.582222,0,0,4248,-12192,1120,-26,-183,47
1703536517.5932732,0,0,4268,-12188,764,13,-137,-2
1703536517.6043541,0,0,4808,-12232,924,40,-115,14
1703536517.6153696,0,0,5024,-11056,964,49,-110,97
1703536517.6264777,0,0,5228,-10916,1036,55,-119,153
1703536517.6375303,0,0,5348,-11864,1164,46,-110,89
1703536517.6485512,0,0,5704,-12388,1472,42,-120,-12
1703536517.6596012,0,0,5468,-12376,1388,79,-162,-65
1703536517.6706297,0,0,5356,-12220,1608,98,-193,-66
